"","maker_key","model_key","mileage","engine_power","registration_date","fuel","paint_color","car_type","feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","price","sold_at","training","validation"
"45","BMW","120",158805,130,"6/1/2008","diesel","black","convertible",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,9000,"8/1/2018",0,1
"46","BMW","218",13131,110,"4/1/2016","diesel","grey","convertible",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,24300,"8/1/2018",0,1
"47","BMW","318",187104,105,"9/1/2001","petrol","red","convertible",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2600,"8/1/2018",0,1
"48","BMW","420",20996,135,"5/1/2014","petrol","black","coupe",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,21400,"4/1/2018",1,0
"49","BMW","420",50222,135,"4/1/2014","diesel","grey","coupe",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,26200,"5/1/2018",1,0
"50","BMW","118",147180,100,"5/1/2012","diesel","black","coupe",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,8400,"7/1/2018",0,1
"51","BMW","218",51618,105,"10/1/2015","diesel","grey","coupe",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,17100,"6/1/2018",1,0
"52","BMW","320",104433,120,"3/1/2008","diesel","silver","coupe",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,7500,"7/1/2018",1,0
"53","BMW","420",77334,135,"1/1/2014","diesel","grey","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,23800,"7/1/2018",1,0
"54","BMW","420",55329,135,"3/1/2014","diesel","black","coupe",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26500,"5/1/2018",0,1
"55","BMW","420",14041,140,"7/1/2016","diesel","blue","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,27700,"9/1/2018",0,1
"56","BMW","225",78638,160,"10/1/2014","diesel","black","coupe",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,18300,"1/1/2018",0,1
"57","BMW","320",329173,110,"7/1/2004","diesel","silver","coupe",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2300,"8/1/2018",1,0
"58","BMW","M235",34082,240,"11/1/2015","petrol","grey","coupe",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,30200,"1/1/2018",1,0
"59","BMW","316",265751,85,"1/1/2002","petrol","silver","coupe",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1000,"1/1/2018",0,1
"60","BMW","420",181644,135,"5/1/2014","diesel","blue","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,19000,"1/1/2018",0,1
"61","BMW","435",26062,225,"2/1/2015","petrol","blue","coupe",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,30500,"3/1/2018",1,0
"62","BMW","425",56250,160,"9/1/2014","diesel","blue","coupe",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,28600,"2/1/2018",1,0
"63","BMW","435",45536,250,"10/1/2014","petrol","white","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,38900,"2/1/2018",1,0
"64","BMW","640",69695,230,"4/1/2012","diesel","blue","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,36300,"2/1/2018",0,1
"65","BMW","420",61300,135,"3/1/2015","diesel","black","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,27700,"2/1/2018",1,0
"66","BMW","640",197407,230,"6/1/2012","diesel","blue","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,32100,"2/1/2018",1,0
"67","BMW","320",93066,135,"1/1/2013","diesel","black","coupe",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,11900,"6/1/2018",0,1
"68","BMW","M3",29925,309,"9/1/2012","petrol","silver","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,47000,"4/1/2018",0,1
"69","BMW","640 Gran Coupé",67403,230,"8/1/2015","diesel","black","coupe",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,55200,"2/1/2018",1,0
"70","BMW","420",199614,120,"11/1/2013","diesel","black","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,16100,"2/1/2018",1,0
"71","BMW","220",27786,140,"9/1/2015","diesel","white","coupe",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,26200,"2/1/2018",1,0
"72","BMW","420",80165,135,"11/1/2014","diesel","white","coupe",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19500,"3/1/2018",0,1
"73","BMW","M4",69410,317,"2/1/2015","petrol","white","coupe",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,53600,"3/1/2018",0,1
"74","BMW","M3",170550,309,"3/1/2011","petrol","grey","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,28000,"3/1/2018",0,1
"75","BMW","420",42077,135,"4/1/2014","diesel","black","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,22400,"3/1/2018",1,0
"76","BMW","640",92527,230,"3/1/2012","diesel","blue","coupe",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,32000,"3/1/2018",0,1
"77","BMW","218",23949,100,"1/1/2016","diesel","blue","coupe",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,26400,"4/1/2018",0,1
"78","BMW","320",175311,130,"12/1/2009","diesel","black","coupe",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,8600,"3/1/2018",0,1
"79","BMW","435 Gran Coupé",97806,230,"8/1/2015","diesel","black","coupe",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,31500,"3/1/2018",0,1
"80","BMW","640",141346,230,"4/1/2012","diesel","blue","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,39900,"3/1/2018",0,1
"81","BMW","120",220101,130,"3/1/2011","diesel","black","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,8900,"3/1/2018",0,1
"82","BMW","420",64386,135,"4/1/2014","diesel","grey","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,23800,"3/1/2018",0,1
"83","BMW","420",54993,135,"3/1/2014","diesel","black","coupe",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18400,"3/1/2018",0,1
"84","BMW","420",152383,135,"4/1/2014","diesel","black","coupe",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,16900,"3/1/2018",0,1
"85","BMW","M235",69736,240,"11/1/2014","petrol","grey","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,30000,"5/1/2018",1,0
"86","BMW","320",202812,130,"2/1/2009","diesel","silver","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,8200,"4/1/2018",0,1
"87","BMW","640",69768,230,"1/1/2012","diesel","black","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,36900,"4/1/2018",0,1
"88","BMW","120",220296,130,"3/1/2011","diesel","black","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,7500,"4/1/2018",1,0
"89","BMW","420",125965,135,"10/1/2014","diesel","blue","coupe",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,23400,"4/1/2018",0,1
"90","BMW","420",193330,120,"8/1/2014","diesel","grey","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,23000,"4/1/2018",1,0
"91","BMW","i8",12402,170,"1/1/2016","hybrid_petrol","grey","coupe",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,95200,"4/1/2018",1,0
"92","BMW","420",147130,135,"1/1/2014","diesel","black","coupe",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,23200,"4/1/2018",1,0
"93","BMW","420",96260,135,"2/1/2014","diesel","white","coupe",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,25300,"4/1/2018",1,0
"94","BMW","M3",99283,309,"9/1/2008","petrol","silver","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,28600,"4/1/2018",1,0
"95","BMW","420",48431,135,"4/1/2014","diesel","grey","coupe",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,27000,"4/1/2018",0,1
"96","BMW","330",170862,170,"7/1/2007","diesel","white","coupe",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,9200,"4/1/2018",1,0
"97","BMW","420",100154,135,"3/1/2014","diesel","grey","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,22500,"4/1/2018",1,0
"98","BMW","320",187967,120,"4/1/2001","petrol","grey","coupe",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3100,"4/1/2018",0,1
"99","BMW","320",39228,135,"1/1/2013","diesel","grey","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,14600,"4/1/2018",0,1
"100","BMW","435",90763,230,"5/1/2014","diesel","white","coupe",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,26100,"4/1/2018",1,0
"101","BMW","320",342768,135,"12/1/2011","diesel","black","coupe",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,8200,"4/1/2018",0,1
"102","BMW","320",188335,130,"7/1/2009","diesel","grey","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,8700,"5/1/2018",0,1
"103","BMW","M235",37619,240,"5/1/2014","petrol","black","coupe",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,27700,"5/1/2018",0,1
"104","BMW","420",107375,135,"7/1/2014","diesel","white","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,23800,"5/1/2018",1,0
"105","BMW","135",87304,225,"9/1/2011","petrol","white","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,23500,"5/1/2018",0,1
"106","BMW","420",33947,135,"4/1/2014","petrol","grey","coupe",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,28000,"5/1/2018",0,1
"107","BMW","420",61429,135,"3/1/2015","diesel","black","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,26800,"5/1/2018",1,0
"108","BMW","630",149943,190,"1/1/2007","petrol","black","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,10500,"5/1/2018",0,1
"109","BMW","640",36139,230,"9/1/2012","diesel","beige","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,32100,"5/1/2018",0,1
"110","BMW","420",41353,135,"4/1/2014","diesel","black","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,22000,"5/1/2018",0,1
"111","BMW","435",121100,230,"4/1/2014","diesel","black","coupe",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,28600,"5/1/2018",0,1
"112","BMW","420",80540,120,"5/1/2014","petrol","black","coupe",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,21800,"5/1/2018",0,1
"113","BMW","640",126685,230,"9/1/2012","diesel","black","coupe",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36500,"5/1/2018",1,0
"114","BMW","420",12634,142,"9/1/2016","diesel","grey","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,17800,"5/1/2018",0,1
"115","BMW","420",47902,140,"1/1/2016","diesel","black","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,30700,"5/1/2018",1,0
"116","BMW","640 Gran Coupé",63421,230,"9/1/2014","diesel","blue","coupe",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45800,"5/1/2018",1,0
"117","BMW","430",70880,190,"5/1/2014","diesel","blue","coupe",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,28700,"5/1/2018",0,1
"118","BMW","420",174740,135,"11/1/2013","diesel","white","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,22400,"5/1/2018",1,0
"119","BMW","430 Gran Coupé",162327,190,"7/1/2014","diesel","black","coupe",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,23300,"5/1/2018",1,0
"120","BMW","420",45299,120,"11/1/2015","diesel","brown","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,27600,"5/1/2018",0,1
"121","BMW","335",268780,225,"11/1/2010","petrol","white","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,12900,"6/1/2018",1,0
"122","BMW","420",61620,120,"1/1/2014","diesel","blue","coupe",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,26800,"6/1/2018",0,1
"123","BMW","420",116134,135,"1/1/2014","diesel","grey","coupe",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,21800,"6/1/2018",0,1
"124","BMW","420",46706,120,"4/1/2014","diesel","blue","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,24100,"6/1/2018",0,1
"125","BMW","320",260217,120,"4/1/2008","diesel","grey","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,8500,"6/1/2018",0,1
"126","BMW","420",143853,120,"11/1/2013","diesel","black","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,17000,"6/1/2018",1,0
"127","BMW","420",65008,140,"3/1/2015","diesel","white","coupe",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,24200,"6/1/2018",1,0
"128","BMW","320",189137,130,"7/1/2009","diesel","grey","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,8700,"7/1/2018",1,0
"129","BMW","420",140694,120,"10/1/2013","diesel","black","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,18300,"7/1/2018",1,0
"130","BMW","320",202363,120,"11/1/2007","diesel","black","coupe",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,7600,"7/1/2018",0,1
"131","BMW","325",221500,155,"7/1/2009","petrol","grey","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,9300,"7/1/2018",1,0
"132","BMW","420",47876,120,"4/1/2014","diesel","blue","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,25000,"7/1/2018",1,0
"133","BMW","320",224613,130,"3/1/2009","diesel","white","coupe",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,8900,"7/1/2018",1,0
"134","BMW","335",274992,210,"1/1/2012","diesel","black","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,19000,"7/1/2018",0,1
"135","BMW","320",91931,135,"1/1/2013","diesel","black","coupe",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,12500,"7/1/2018",0,1
"136","BMW","218",23886,110,"10/1/2015","diesel","red","coupe",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,16700,"8/1/2018",1,0
"137","BMW","118",140464,105,"2/1/2012","diesel","blue","coupe",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,8900,"8/1/2018",0,1
"138","BMW","218",50421,100,"10/1/2015","diesel","grey","coupe",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,17100,"8/1/2018",0,1
"139","BMW","640",136545,230,"7/1/2012","diesel","black","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,29200,"8/1/2018",0,1
"140","BMW","M3",169970,309,"3/1/2011","petrol","grey","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,35700,"8/1/2018",1,0
"141","BMW","330",122991,170,"11/1/2017","diesel","green","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,11300,"8/1/2018",0,1
"142","BMW","320",102178,120,"9/1/2009","petrol","grey","coupe",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,10700,"8/1/2018",0,1
"143","BMW","635",173302,210,"5/1/2010","diesel","grey","coupe",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,19300,"8/1/2018",0,1
"144","BMW","320",202811,120,"11/1/2007","diesel","black","coupe",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,7700,"8/1/2018",1,0
"145","BMW","325",169722,145,"5/1/2008","diesel","grey","coupe",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,8300,"8/1/2018",1,0
"146","BMW","320",129338,135,"1/1/2012","diesel","blue","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,12800,"8/1/2018",0,1
"147","BMW","320",186950,120,"4/1/2001","petrol","grey","coupe",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2700,"9/1/2018",0,1
"148","BMW","218",34463,105,"6/1/2015","diesel","blue","coupe",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,23800,"9/1/2018",1,0
"149","BMW","320",110818,135,"4/1/2012","diesel","black","coupe",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,15000,"9/1/2018",1,0
"150","BMW","320",200510,135,"12/1/2010","diesel","grey","coupe",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,10900,"9/1/2018",1,0
"151","BMW","430 Gran Coupé",161794,190,"7/1/2014","diesel","black","coupe",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,23100,"9/1/2018",1,0
"152","BMW","320",227832,120,"4/1/2008","diesel","black","estate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5400,"1/1/2018",0,1
"153","BMW","318",108245,100,"3/1/2013","diesel","brown","estate",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,11700,"1/1/2018",1,0
"154","BMW","520",221018,135,"6/1/2014","diesel","black","estate",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,16500,"1/1/2018",0,1
"155","BMW","318",101658,100,"2/1/2013","diesel","grey","estate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11400,"1/1/2018",1,0
"156","BMW","320",163181,120,"3/1/2012","diesel","grey","estate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8200,"1/1/2018",1,0
"157","BMW","320",143180,135,"2/1/2013","diesel","black","estate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,13100,"1/1/2018",1,0
